cust_id,age,gender,marital_status,employment_status,income,number_of_dependants,residence_type,years_at_current_address,city,state,zipcode,loan_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
C29652,43,F,Single,Salaried,428000,0,Owned,5,Bangalore,Karnataka,560001,L29652,Personal,Unsecured,317000,236000,4720.0,42480,188800,23,169919,105147,2022-07-10,2022-07-11,False,2,0,111,6,38,7,22
C29653,40,F,Single,Self-Employed,1264000,0,Mortgage,20,Ahmedabad,Gujarat,380001,L29653,Home,Secured,4527000,4453000,89060.0,801540,3562400,27,668092,408903,2022-07-10,2022-07-23,False,3,0,32,0,0,5,17
C29654,44,F,Married,Self-Employed,4832000,3,Rented,3,Lucknow,Uttar Pradesh,226001,L29654,Home,Secured,15670000,14752000,295040.0,2655360,11801600,42,2302129,1340538,2022-07-11,2022-07-25,True,1,2,26,11,55,6,36
C29655,47,F,Single,Self-Employed,1556000,1,Mortgage,7,Delhi,Delhi,110001,L29655,Personal,Unsecured,1094000,867000,17340.0,156060,693600,16,624239,681719,2022-07-11,2022-07-28,False,3,2,124,4,15,7,98
C29656,44,M,Single,Self-Employed,1603000,0,Owned,13,Lucknow,Uttar Pradesh,226001,L29656,Personal,Unsecured,1427000,1288000,25760.0,231840,1030400,10,900507,666831,2022-07-11,2022-08-04,False,4,1,68,0,0,4,60
C29657,44,M,Married,Self-Employed,4655000,2,Owned,6,Kolkata,West Bengal,700001,L29657,Home,Secured,14448000,11740000,234800.0,2113200,9392000,29,2386326,1693371,2022-07-11,2022-08-07,False,1,0,35,0,0,5,11
C29658,47,F,Married,Self-Employed,3601000,3,Mortgage,14,Ahmedabad,Gujarat,380001,L29658,Personal,Unsecured,2932000,2714000,54280.0,488520,2171200,8,1954079,1467318,2022-07-11,2022-07-28,False,2,0,36,2,9,3,55
C29659,22,M,Single,Self-Employed,491000,0,Rented,2,Pune,Maharashtra,411001,L29659,Home,Secured,1862000,1415000,28300.0,254700,1132000,26,209089,241429,2022-07-11,2022-08-04,False,1,1,46,0,0,4,25
C29660,40,F,Married,Self-Employed,3232000,4,Owned,7,Ahmedabad,Gujarat,380001,L29660,Home,Secured,9987000,7627000,152540.0,1372860,6101600,24,1443589,1024340,2022-07-11,2022-07-17,False,2,0,48,0,0,3,52
C29661,43,M,Married,Self-Employed,693000,3,Owned,15,Pune,Maharashtra,411001,L29661,Personal,Unsecured,515000,438000,8760.0,78840,350400,23,315359,282282,2022-07-11,2022-07-13,False,1,1,7,7,38,6,23
C29662,44,M,Married,Self-Employed,1641000,3,Owned,21,Jaipur,Rajasthan,302001,L29662,Education,Secured,2739000,2369000,47380.0,426420,1895200,34,951513,576492,2022-07-11,2022-07-14,False,4,0,145,1,9,4,0
C29663,38,M,Married,Salaried,3808000,5,Owned,7,Kolkata,West Bengal,700001,L29663,Home,Secured,12852000,10598000,211960.0,1907640,8478400,27,2122521,1659451,2022-07-11,2022-07-12,False,4,1,131,23,143,8,81
C29664,41,F,Single,Salaried,767000,1,Owned,15,Lucknow,Uttar Pradesh,226001,L29664,Education,Secured,1347000,956000,19120.0,172080,764800,26,462624,239617,2022-07-11,2022-07-17,False,2,1,117,0,0,3,11
C29665,32,M,Single,Self-Employed,1343000,1,Owned,19,Bangalore,Karnataka,560001,L29665,Education,Secured,2276000,1751000,35020.0,315180,1400800,33,739617,544679,2022-07-11,2022-08-03,True,1,1,10,4,24,5,93
C29666,22,M,Single,Self-Employed,3174000,0,Rented,22,Chennai,Tamil Nadu,600001,L29666,Personal,Unsecured,3104000,2275000,45500.0,409500,1820000,13,1222549,1229712,2022-07-11,2022-08-06,False,3,0,82,0,0,3,17
C29667,49,M,Married,Self-Employed,2065000,3,Rented,23,Kolkata,West Bengal,700001,L29667,Personal,Unsecured,1597000,1153000,23060.0,207540,922400,14,830159,733154,2022-07-11,2022-08-07,False,1,0,19,4,18,2,7
C29668,28,M,Married,Self-Employed,10272000,3,Owned,21,Hyderabad,Telangana,500001,L29668,Personal,Unsecured,5000000,4581000,91620.0,824580,3664800,21,3298319,4425543,2022-07-11,2022-07-27,True,4,0,108,10,45,7,99
C29669,38,M,Married,Salaried,2086000,4,Mortgage,21,Kolkata,West Bengal,700001,L29669,Home,Secured,7718000,5543000,110860.0,997740,4434400,42,1040552,666885,2022-07-11,2022-07-13,False,3,0,121,0,0,7,50
C29670,32,F,Single,Self-Employed,1921000,2,Owned,19,Kolkata,West Bengal,700001,L29670,Home,Secured,6683000,5612000,112240.0,1010160,4489600,34,1142364,972132,2022-07-11,2022-07-21,False,1,1,33,6,33,4,47
C29671,55,F,Married,Self-Employed,277000,3,Rented,8,Bangalore,Karnataka,560001,L29671,Home,Secured,818000,664000,13280.0,119520,531200,32,191465,86079,2022-07-11,2022-07-20,True,1,2,22,5,23,4,77
C29672,39,M,Married,Salaried,2390000,3,Rented,9,Chennai,Tamil Nadu,600001,L29672,Home,Secured,7769000,7318000,146360.0,1317240,5854400,28,1372254,788206,2022-07-11,2022-07-13,True,2,1,32,21,125,2,54
C29673,36,F,Single,Self-Employed,740000,1,Owned,3,Chennai,Tamil Nadu,600001,L29673,Auto,Secured,1073000,923000,18460.0,166140,738400,31,373625,223367,2022-07-11,2022-07-21,False,3,1,50,0,0,4,58
C29674,47,F,Married,Self-Employed,856000,3,Owned,19,Jaipur,Rajasthan,302001,L29674,Personal,Unsecured,606000,600000,12000.0,108000,480000,20,431999,458894,2022-07-11,2022-08-04,False,1,1,21,8,40,4,33
C29675,61,F,Married,Self-Employed,7802000,3,Rented,19,Delhi,Delhi,110001,L29675,Auto,Secured,7642000,7159000,143180.0,1288620,5727200,25,4366021,2357382,2022-07-11,2022-07-24,False,1,1,9,4,19,6,21
C29676,44,M,Single,Self-Employed,1544000,1,Rented,19,Lucknow,Uttar Pradesh,226001,L29676,Home,Secured,5466000,5212000,104240.0,938160,4169600,29,804650,662461,2022-07-11,2022-08-05,False,1,2,18,0,0,4,45
C29677,36,F,Single,Salaried,599000,1,Owned,15,Pune,Maharashtra,411001,L29677,Personal,Unsecured,566000,438000,8760.0,78840,350400,20,296878,218889,2022-07-11,2022-08-03,False,3,1,104,4,11,8,92
C29678,46,F,Single,Self-Employed,515000,1,Owned,8,Bangalore,Karnataka,560001,L29678,Auto,Secured,571000,409000,8180.0,73620,327200,29,294479,213655,2022-07-11,2022-07-23,False,3,1,95,0,0,7,7
C29679,24,M,Married,Self-Employed,532000,2,Owned,22,Lucknow,Uttar Pradesh,226001,L29679,Education,Secured,989000,902000,18040.0,162360,721600,24,278539,179287,2022-07-11,2022-07-12,False,3,1,136,0,0,7,2
C29680,40,M,Married,Self-Employed,7788000,3,Mortgage,16,Lucknow,Uttar Pradesh,226001,L29680,Personal,Unsecured,5000000,3629000,72580.0,653220,2903200,18,2612879,1845795,2022-07-11,2022-07-25,False,4,0,178,0,0,5,48
C29681,59,F,Single,Salaried,10611000,1,Owned,23,Kolkata,West Bengal,700001,L29681,Auto,Secured,10000000,8142000,162840.0,1465560,6513600,28,5000000,2156002,2022-07-11,2022-07-15,False,1,1,26,0,0,1,52
C29682,41,M,Married,Self-Employed,304000,2,Mortgage,7,Delhi,Delhi,110001,L29682,Personal,Unsecured,254000,229000,4580.0,41220,183200,21,164879,115948,2022-07-12,2022-07-22,False,4,2,122,0,0,9,73
C29683,41,M,Married,Self-Employed,5945000,4,Owned,7,Bangalore,Karnataka,560001,L29683,Auto,Secured,6998000,5478000,109560.0,986040,4382400,14,3562487,2293894,2022-07-12,2022-07-31,False,2,2,64,0,0,6,22
C29684,40,M,Married,Salaried,251000,2,Mortgage,9,Chennai,Tamil Nadu,600001,L29684,Auto,Secured,346000,275000,5500.0,49500,220000,28,160526,117002,2022-07-12,2022-07-20,False,2,0,24,11,55,2,49
C29685,36,M,Married,Self-Employed,10613000,3,Owned,11,Mumbai,Maharashtra,400001,L29685,Personal,Unsecured,5000000,4308000,86160.0,775440,3446400,11,3101759,4033653,2022-07-12,2022-08-09,False,2,0,55,4,33,6,87
C29686,43,M,Married,Salaried,2089000,3,Owned,28,Chennai,Tamil Nadu,600001,L29686,Personal,Unsecured,1706000,1569000,31380.0,282420,1255200,18,1129679,805167,2022-07-12,2022-07-18,False,2,1,67,0,0,7,21
C29687,47,M,Married,Self-Employed,118000,4,Mortgage,7,Ahmedabad,Gujarat,380001,L29687,Education,Secured,179000,143000,2860.0,25740,114400,34,94246,43118,2022-07-12,2022-08-11,False,4,2,149,10,51,6,31
C29688,36,M,Married,Self-Employed,1034000,3,Rented,25,Chennai,Tamil Nadu,600001,L29688,Personal,Unsecured,893000,841000,16820.0,151380,672800,14,474051,420638,2022-07-12,2022-08-06,True,2,2,51,1,10,6,98
C29689,18,F,Single,Self-Employed,395000,0,Rented,24,Pune,Maharashtra,411001,L29689,Personal,Unsecured,453000,333000,6660.0,59940,266400,18,160379,141403,2022-07-12,2022-07-14,True,3,2,90,23,120,4,99
C29690,44,M,Married,Self-Employed,11807000,3,Owned,25,Pune,Maharashtra,411001,L29690,Personal,Unsecured,5000000,3880000,77600.0,698400,3104000,14,2793599,3167000,2022-07-12,2022-07-13,False,3,0,110,0,0,7,28
C29691,61,M,Married,Self-Employed,1932000,3,Owned,18,Jaipur,Rajasthan,302001,L29691,Personal,Unsecured,1397000,987000,19740.0,177660,789600,10,710639,805246,2022-07-12,2022-08-03,False,1,1,23,1,7,5,81
C29692,36,M,Married,Salaried,136000,2,Mortgage,24,Jaipur,Rajasthan,302001,L29692,Personal,Unsecured,109000,105000,2100.0,18900,84000,12,75599,64686,2022-07-12,2022-07-21,False,1,2,43,0,0,5,6
C29693,25,M,Married,Salaried,796000,3,Rented,22,Jaipur,Rajasthan,302001,L29693,Auto,Secured,1163000,872000,17440.0,156960,697600,15,397098,338934,2022-07-12,2022-07-27,False,4,1,103,0,0,7,55
C29694,46,M,Married,Self-Employed,911000,4,Owned,2,Kolkata,West Bengal,700001,L29694,Home,Secured,3127000,2865000,57300.0,515700,2292000,30,602228,326938,2022-07-12,2022-07-21,False,1,0,59,8,44,4,35
C29695,57,M,Married,Self-Employed,272000,3,Owned,4,Chennai,Tamil Nadu,600001,L29695,Personal,Unsecured,171000,165000,3300.0,29700,132000,7,118799,123165,2022-07-12,2022-07-29,False,1,2,40,9,41,6,81
C29696,45,F,Married,Salaried,1601000,3,Mortgage,9,Chennai,Tamil Nadu,600001,L29696,Auto,Secured,1807000,1297000,25940.0,233460,1037600,14,933839,787326,2022-07-12,2022-08-03,False,3,2,74,0,0,4,48
C29697,57,M,Single,Self-Employed,992000,1,Mortgage,6,Delhi,Delhi,110001,L29697,Personal,Unsecured,730000,543000,10860.0,97740,434400,23,390959,340481,2022-07-12,2022-08-09,False,2,2,42,4,28,7,2
C29698,47,F,Married,Self-Employed,184000,2,Owned,12,Jaipur,Rajasthan,302001,L29698,Personal,Unsecured,131000,110000,2200.0,19800,88000,11,79199,45131,2022-07-12,2022-07-23,False,4,1,116,0,0,8,46
C29699,47,M,Married,Self-Employed,2658000,3,Owned,13,Mumbai,Maharashtra,400001,L29699,Home,Secured,8736000,8527000,170540.0,1534860,6821600,37,1556165,894375,2022-07-12,2022-08-10,False,2,0,93,0,0,2,22
C29700,34,F,Married,Salaried,2147000,2,Rented,3,Delhi,Delhi,110001,L29700,Home,Secured,8095000,6876000,137520.0,1237680,5500800,26,970484,414369,2022-07-12,2022-07-13,True,4,0,129,0,0,7,97
C29701,42,F,Single,Salaried,1156000,0,Owned,26,Chennai,Tamil Nadu,600001,L29701,Personal,Unsecured,890000,641000,12820.0,115380,512800,11,461519,452964,2022-07-12,2022-07-21,False,2,2,35,5,39,2,9
C29702,39,F,Married,Self-Employed,258000,2,Mortgage,19,Chennai,Tamil Nadu,600001,L29702,Home,Secured,966000,878000,17560.0,158040,702400,39,174148,120107,2022-07-12,2022-07-24,False,4,1,91,0,0,8,56
C29703,39,F,Married,Self-Employed,554000,2,Rented,9,Delhi,Delhi,110001,L29703,Personal,Unsecured,493000,477000,9540.0,85860,381600,15,343439,238937,2022-07-12,2022-07-28,False,1,1,4,4,22,2,26
C29704,37,M,Single,Self-Employed,2771000,0,Mortgage,4,Jaipur,Rajasthan,302001,L29704,Education,Secured,4905000,4561000,91220.0,820980,3648800,43,1419517,1137002,2022-07-12,2022-08-04,False,2,1,47,1,6,3,19
C29705,42,M,Married,Salaried,574000,3,Owned,25,Jaipur,Rajasthan,302001,L29705,Home,Secured,2005000,1510000,30200.0,271800,1208000,36,315110,206618,2022-07-12,2022-07-31,True,4,0,165,0,0,9,94
C29706,27,M,Married,Salaried,2522000,2,Owned,18,Delhi,Delhi,110001,L29706,Home,Secured,10077000,8354000,167080.0,1503720,6683200,29,1182722,1181750,2022-07-12,2022-08-06,False,4,1,139,0,0,6,15
C29707,48,M,Single,Self-Employed,11788000,0,Owned,9,Bangalore,Karnataka,560001,L29707,Auto,Secured,10000000,9956000,199120.0,1792080,7964800,13,5000000,3885267,2022-07-12,2022-08-10,False,3,1,48,7,27,8,10
C29708,31,M,Single,Salaried,3437000,0,Owned,4,Delhi,Delhi,110001,L29708,Auto,Secured,5047000,5010000,100200.0,901800,4008000,17,2041019,1232399,2022-07-12,2022-07-21,False,4,2,124,6,38,6,47
C29709,37,F,Married,Salaried,2285000,3,Rented,1,Jaipur,Rajasthan,302001,L29709,Auto,Secured,3107000,2532000,50640.0,455760,2025600,17,1097231,833634,2022-07-13,2022-07-14,True,1,1,11,0,0,5,94
C29710,43,M,Married,Self-Employed,3316000,4,Mortgage,30,Ahmedabad,Gujarat,380001,L29710,Personal,Unsecured,2796000,2346000,46920.0,422280,1876800,21,1689119,1188131,2022-07-13,2022-07-26,False,2,0,46,22,103,6,29
C29711,30,M,Single,Salaried,2422000,0,Owned,22,Hyderabad,Telangana,500001,L29711,Personal,Unsecured,2497000,1934000,38680.0,348120,1547200,9,1343595,1215558,2022-07-13,2022-08-09,False,2,1,59,7,42,5,22
C29712,20,F,Single,Self-Employed,2963000,2,Rented,3,Chennai,Tamil Nadu,600001,L29712,Personal,Unsecured,3011000,2136000,42720.0,384480,1708800,20,1439908,1448691,2022-07-13,2022-07-22,False,4,1,91,15,75,9,39
C29713,36,M,Single,Self-Employed,3108000,0,Mortgage,4,Chennai,Tamil Nadu,600001,L29713,Home,Secured,10316000,9070000,181400.0,1632600,7256000,33,1785252,1506571,2022-07-13,2022-08-09,False,4,1,111,21,109,6,17
C29714,25,F,Single,Self-Employed,438000,1,Rented,25,Mumbai,Maharashtra,400001,L29714,Education,Secured,823000,669000,13380.0,120420,535200,33,207469,172659,2022-07-13,2022-07-16,False,4,0,120,4,22,8,64
C29715,47,M,Single,Self-Employed,3050000,0,Rented,21,Pune,Maharashtra,411001,L29715,Home,Secured,8748000,8139000,162780.0,1465020,6511200,47,2005327,1352015,2022-07-13,2022-08-12,False,2,0,36,9,61,6,7
C29716,28,M,Single,Salaried,620000,0,Owned,1,Bangalore,Karnataka,560001,L29716,Home,Secured,2407000,1973000,39460.0,355140,1578400,40,326633,268493,2022-07-13,2022-08-05,False,4,0,107,2,14,5,10
C29717,54,F,Married,Self-Employed,1259000,2,Owned,29,Mumbai,Maharashtra,400001,L29717,Personal,Unsecured,857000,635000,12700.0,114300,508000,6,457199,651209,2022-07-13,2022-08-04,False,1,0,28,24,150,5,33
C29718,39,M,Married,Self-Employed,2889000,4,Owned,12,Pune,Maharashtra,411001,L29718,Auto,Secured,4037000,3257000,65140.0,586260,2605600,32,1756887,982827,2022-07-13,2022-08-01,False,4,1,94,12,54,4,8
C29719,40,F,Single,Self-Employed,378000,1,Owned,28,Pune,Maharashtra,411001,L29719,Personal,Unsecured,334000,258000,5160.0,46440,206400,9,185759,120145,2022-07-13,2022-07-15,False,3,1,106,0,0,8,65
C29720,20,M,Single,Salaried,1284000,0,Owned,20,Mumbai,Maharashtra,400001,L29720,Education,Secured,2816000,1978000,39560.0,356040,1582400,51,587942,621981,2022-07-13,2022-08-02,False,4,0,168,2,12,4,38
C29721,41,F,Married,Salaried,295000,2,Owned,8,Bangalore,Karnataka,560001,L29721,Personal,Unsecured,259000,221000,4420.0,39780,176800,12,156269,164173,2022-07-13,2022-07-21,False,1,0,48,2,12,2,13
C29722,39,F,Married,Salaried,5580000,3,Mortgage,20,Jaipur,Rajasthan,302001,L29722,Education,Secured,10298000,9011000,180220.0,1621980,7208800,56,2903074,2148429,2022-07-13,2022-07-28,False,1,1,41,7,34,1,72
C29723,27,F,Single,Self-Employed,2248000,0,Rented,24,Pune,Maharashtra,411001,L29723,Personal,Unsecured,2200000,1744000,34880.0,313920,1395200,17,1009770,822064,2022-07-13,2022-08-10,False,2,2,95,8,47,2,90
C29724,40,M,Single,Self-Employed,2135000,1,Owned,31,Pune,Maharashtra,411001,L29724,Education,Secured,3524000,2533000,50660.0,455940,2026400,24,1238097,1082370,2022-07-13,2022-07-16,False,1,0,49,4,28,2,41
C29725,36,M,Single,Self-Employed,3401000,0,Rented,4,Hyderabad,Telangana,500001,L29725,Home,Secured,11684000,11275000,225500.0,2029500,9020000,46,1840151,887313,2022-07-13,2022-08-09,False,4,1,64,0,0,5,46
C29726,37,M,Married,Self-Employed,2508000,3,Mortgage,12,Hyderabad,Telangana,500001,L29726,Personal,Unsecured,2129000,1541000,30820.0,277380,1232800,23,1109519,941382,2022-07-13,2022-07-19,False,4,0,107,7,40,7,3
C29727,40,F,Married,Self-Employed,159000,4,Owned,1,Jaipur,Rajasthan,302001,L29727,Personal,Unsecured,129000,121000,2420.0,21780,96800,18,81677,51078,2022-07-13,2022-08-03,False,3,0,62,0,0,5,48
C29728,35,M,Married,Salaried,1234000,2,Owned,11,Bangalore,Karnataka,560001,L29728,Personal,Unsecured,1010000,766000,15320.0,137880,612800,14,551519,411392,2022-07-13,2022-08-03,False,3,2,77,21,138,5,60
C29729,42,M,Married,Salaried,2150000,3,Owned,16,Bangalore,Karnataka,560001,L29729,Home,Secured,7553000,5956000,119120.0,1072080,4764800,35,1253795,1141837,2022-07-13,2022-08-04,False,4,0,133,5,32,9,62
C29730,39,F,Single,Salaried,1602000,2,Mortgage,23,Pune,Maharashtra,411001,L29730,Home,Secured,5192000,4725000,94500.0,850500,3780000,47,862643,511074,2022-07-13,2022-07-14,True,3,1,104,8,43,6,95
C29731,44,F,Single,Self-Employed,3657000,1,Mortgage,17,Ahmedabad,Gujarat,380001,L29731,Home,Secured,10934000,10138000,202760.0,1824840,8110400,31,1850613,1321882,2022-07-13,2022-07-22,False,1,1,44,7,60,4,75
C29732,34,F,Married,Salaried,5331000,4,Mortgage,7,Jaipur,Rajasthan,302001,L29732,Personal,Unsecured,5000000,4800000,96000.0,864000,3840000,21,2572452,2684626,2022-07-13,2022-07-26,False,4,1,142,0,0,8,85
C29733,29,M,Married,Self-Employed,6860000,2,Owned,8,Bangalore,Karnataka,560001,L29733,Education,Secured,13279000,12690000,253800.0,2284200,10152000,31,3757625,1910174,2022-07-13,2022-07-14,False,4,0,130,0,0,4,2
C29734,32,M,Married,Salaried,1129000,3,Mortgage,8,Hyderabad,Telangana,500001,L29734,Home,Secured,4155000,3372000,67440.0,606960,2697600,43,495317,404787,2022-07-13,2022-07-14,False,3,0,105,4,26,4,22
C29735,54,M,Single,Salaried,1521000,2,Mortgage,11,Pune,Maharashtra,411001,L29735,Personal,Unsecured,1068000,913000,18260.0,164340,730400,19,657359,693649,2022-07-13,2022-07-19,False,2,0,73,1,2,3,34
C29736,49,F,Married,Self-Employed,1119000,5,Owned,18,Delhi,Delhi,110001,L29736,Personal,Unsecured,926000,862000,17240.0,155160,689600,23,620639,574068,2022-07-14,2022-07-22,False,1,0,25,6,22,5,67
C29737,52,M,Married,Self-Employed,2530000,3,Owned,14,Jaipur,Rajasthan,302001,L29737,Home,Secured,6996000,5765000,115300.0,1037700,4612000,46,1344448,1172841,2022-07-14,2022-07-15,False,2,0,17,7,34,2,15
C29738,52,M,Married,Self-Employed,1756000,4,Mortgage,4,Mumbai,Maharashtra,400001,L29738,Home,Secured,5151000,3699000,73980.0,665820,2959200,42,988472,680482,2022-07-14,2022-08-12,False,1,1,30,7,40,2,71
C29739,35,M,Married,Salaried,212000,3,Owned,6,Ahmedabad,Gujarat,380001,L29739,Personal,Unsecured,202000,176000,3520.0,31680,140800,20,103110,92554,2022-07-14,2022-07-16,False,4,0,97,0,0,8,85
C29740,42,M,Married,Salaried,542000,3,Owned,24,Kolkata,West Bengal,700001,L29740,Personal,Unsecured,480000,397000,7940.0,71460,317600,20,285839,187574,2022-07-14,2022-08-08,False,2,1,48,0,0,5,99
C29741,40,F,Single,Self-Employed,1155000,0,Mortgage,22,Mumbai,Maharashtra,400001,L29741,Personal,Unsecured,1073000,831000,16620.0,149580,664800,8,598319,580554,2022-07-14,2022-07-24,False,4,0,177,11,66,9,67
C29742,46,F,Married,Self-Employed,756000,3,Rented,16,Lucknow,Uttar Pradesh,226001,L29742,Home,Secured,2190000,1905000,38100.0,342900,1524000,31,440833,355852,2022-07-14,2022-08-01,False,2,1,80,0,0,6,21
C29743,37,M,Single,Self-Employed,6617000,0,Owned,7,Jaipur,Rajasthan,302001,L29743,Home,Secured,22658000,17773000,355460.0,3199140,14218400,25,3448451,2962504,2022-07-14,2022-08-08,False,4,1,152,0,0,6,27
C29744,40,M,Married,Self-Employed,4580000,3,Mortgage,1,Chennai,Tamil Nadu,600001,L29744,Home,Secured,14483000,14051000,281020.0,2529180,11240800,26,2616353,1589987,2022-07-14,2022-07-21,False,4,2,163,0,0,9,13
C29745,40,F,Married,Salaried,814000,3,Owned,10,Kolkata,West Bengal,700001,L29745,Education,Secured,1305000,1293000,25860.0,232740,1034400,32,506751,244650,2022-07-14,2022-08-13,False,2,1,39,0,0,2,14
C29746,45,M,Married,Salaried,1843000,3,Owned,28,Bangalore,Karnataka,560001,L29746,Education,Secured,3113000,3020000,60400.0,543600,2416000,29,1264306,578160,2022-07-14,2022-07-25,False,1,2,34,4,19,3,9
C29747,46,M,Married,Self-Employed,7273000,3,Mortgage,7,Hyderabad,Telangana,500001,L29747,Personal,Unsecured,5000000,4356000,87120.0,784080,3484800,8,3136319,3466371,2022-07-14,2022-07-23,False,3,1,149,17,93,3,45
C29748,40,F,Single,Self-Employed,3690000,0,Owned,12,Ahmedabad,Gujarat,380001,L29748,Home,Secured,12483000,11534000,230680.0,2076120,9227200,43,2219732,863455,2022-07-14,2022-07-25,True,3,0,102,13,67,8,80
C29749,41,M,Married,Salaried,11871000,4,Owned,3,Chennai,Tamil Nadu,600001,L29749,Home,Secured,40557000,28550000,571000.0,5139000,22840000,25,5000000,4165299,2022-07-14,2022-07-22,False,1,1,14,5,19,2,17
C29750,42,F,Married,Self-Employed,3478000,4,Owned,4,Bangalore,Karnataka,560001,L29750,Education,Secured,5376000,4890000,97800.0,880200,3912000,21,1849133,1713565,2022-07-14,2022-08-06,False,1,0,23,3,18,6,58
C29751,56,M,Married,Self-Employed,1960000,3,Owned,20,Bangalore,Karnataka,560001,L29751,Personal,Unsecured,1271000,1023000,20460.0,184140,818400,16,736559,529398,2022-07-14,2022-07-18,False,4,2,72,0,0,9,85
C29752,22,M,Single,Salaried,1340000,1,Owned,20,Jaipur,Rajasthan,302001,L29752,Auto,Secured,2192000,1874000,37480.0,337320,1499200,25,631119,501383,2022-07-14,2022-08-10,False,3,0,110,1,6,7,53
C29753,30,F,Single,Salaried,483000,0,Owned,7,Pune,Maharashtra,411001,L29753,Personal,Unsecured,499000,355000,7100.0,63900,284000,7,245057,210682,2022-07-14,2022-08-12,False,1,2,45,0,0,5,73
C29754,46,M,Single,Self-Employed,9183000,1,Rented,26,Hyderabad,Telangana,500001,L29754,Personal,Unsecured,5000000,3760000,75200.0,676800,3008000,21,2707199,2961428,2022-07-14,2022-08-04,False,3,2,125,6,42,4,30
C29755,42,M,Single,Self-Employed,289000,0,Owned,12,Kolkata,West Bengal,700001,L29755,Home,Secured,925000,739000,14780.0,133020,591200,25,185934,125275,2022-07-14,2022-08-01,False,1,1,39,4,27,6,64
C29756,42,M,Single,Self-Employed,2534000,0,Rented,2,Ahmedabad,Gujarat,380001,L29756,Home,Secured,8336000,5848000,116960.0,1052640,4678400,37,1287514,841188,2022-07-14,2022-08-09,True,2,1,14,9,55,2,56
C29757,46,M,Married,Self-Employed,4319000,2,Owned,28,Lucknow,Uttar Pradesh,226001,L29757,Auto,Secured,4731000,3523000,70460.0,634140,2818400,14,2536559,2273782,2022-07-14,2022-07-31,False,1,0,39,2,18,5,34
